Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;jan/17;Competência;Data de atualização
UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294);Médico Hospitalar;Médio;;1;;100,00;100,00;66,67;66,67;80,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (325571);Médico Hospitalar;Grande;58;58;88,89;88,89;92,31;91,67;93,33;92,86;87,50;83,33;91,67;91,67;86,67;85,71;201712;05/02/2018 11:09:28
UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO. (371629);Médico Hospitalar;Médio;199;185;50,00;66,67;66,67;80,00;66,67;;;;100,00;100,00;100,00;75,00;201712;05/02/2018 11:09:28
UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;50,00;201712;05/02/2018 11:09:28
UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;80,00;66,67;50,00;;;;201712;05/02/2018 11:09:28
UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA (360414);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (357260);Médico Hospitalar;Médio;199;185;50,00;66,67;75,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO (371777);Médico Hospitalar;Médio;1;149;100,00;85,71;71,43;60,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO (353663);Médico Hospitalar;Médio;151;128;88,89;90,00;90,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO (312592);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;66,67;80,00;80,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (323055);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064);Médico Hospitalar;Pequeno;1;119;100,00;80,00;80,00;80,00;100,00;75,00;75,00;66,67;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (324213);Médico Hospitalar;Médio;132;142;92,31;88,20;86,45;88,05;90,71;91,18;86,84;86,89;87,74;88,00;91,82;88,99;201712;05/02/2018 11:09:28
UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA. (335479);Médico Hospitalar;Médio;145;126;90,00;91,30;91,30;95,00;100,00;96,30;96,43;88,89;91,30;92,31;95,83;96,00;201712;05/02/2018 11:09:28
UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397);Médico Hospitalar;Médio;129;116;93,33;94,12;87,50;88,24;83,33;85,00;88,89;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO (362140);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;50,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO (309907);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;85,71;91,67;90,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO (369233);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA. (304344);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;;;100,00;100,00;100,00;;100,00;201712;05/02/2018 11:09:28
UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO (324523);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;;;;;;;;201712;05/02/2018 11:09:28
UNIMED PATO BRANCO COOPERATIVA DE TRABALHO MEDICO (370681);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA. (353060);Médico Hospitalar;Médio;183;178;75,00;75,00;80,00;85,71;85,71;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;0,00;0,00;0,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311375);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO (323993);Médico Hospitalar;Médio;1;194;100,00;60,00;71,43;60,00;100,00;100,00;100,00;90,00;88,89;75,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PIAUI FEDERAÇÃO DAS COOPERATIVAS DE TRABALHO MEDICO DO ESTADO DO PIAUI (416576);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;0,00;0,00;0,00;;201712;05/02/2018 11:09:28
UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO (310131);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;0,00;100,00;201712;05/02/2018 11:09:28
UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA. (362832);Médico Hospitalar;Pequeno;;150;;0,00;0,00;0,00;50,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA (319384);Médico Hospitalar;Médio;1;1;100,00;100,00;;100,00;100,00;100,00;100,00;0,00;0,00;50,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS (316148);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO (349712);Médico Hospitalar;Médio;;;;;50,00;66,67;50,00;66,67;66,67;100,00;100,00;75,00;75,00;66,67;201712;05/02/2018 11:09:28
UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO (353876);Médico Hospitalar;Pequeno;142;150;0,00;0,00;50,00;100,00;50,00;0,00;0,00;;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA (343722);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA. (352501);Médico Hospitalar;Grande;71;65;83,12;86,08;90,91;86,36;86,84;82,72;80,56;79,03;81,48;83,64;80,00;78,18;201712;05/02/2018 11:09:28
UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA (337374);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885);Médico Hospitalar;Grande;1;1;100,00;100,00;94,55;92,16;89,36;93,88;96,30;97,96;100,00;93,33;92,86;93,55;201712;05/02/2018 11:09:28
UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (350648);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328375);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (353698);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO (311847);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;66,67;80,00;80,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO  (306100);Médico Hospitalar;Médio;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO (313475);Médico Hospitalar;Pequeno;;;;;;;;;;;;;0,00;0,00;201712;05/02/2018 11:09:28
UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO (306762);Médico Hospitalar;Médio;1;185;100,00;66,67;50,00;66,67;50,00;66,67;66,67;100,00;100,00;;;50,00;201712;05/02/2018 11:09:28
UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO (371254);Médico Hospitalar;Grande;36;27;94,12;94,44;95,24;96,15;100,00;96,15;95,65;83,33;85,19;70,83;80,00;82,35;201712;05/02/2018 11:09:28
UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA (305472);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566);Médico Hospitalar;Pequeno;1;;100,00;;100,00;100,00;100,00;;0,00;50,00;50,00;50,00;33,33;33,33;201712;05/02/2018 11:09:28
UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA (337871);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO (320251);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;75,00;201712;05/02/2018 11:09:28
UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA (359777);Médico Hospitalar;Médio;189;185;66,67;66,67;66,67;66,67;71,43;60,00;80,00;75,00;75,00;75,00;50,00;80,00;201712;05/02/2018 11:09:28
UNIMED SALTO/ITU -  COOPERATIVA MÉDICA (346276);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;83,33;88,89;83,33;100,00;201712;05/02/2018 11:09:28
UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED SANTO ANTONIO DE JESUS COOP TRAB MED (383520);Médico Hospitalar;Pequeno;;;;;;;;0,00;0,00;0,00;;0,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO (354031);Médico Hospitalar;Médio;1;1;100,00;100,00;88,89;87,50;90,00;85,71;88,89;71,43;83,33;80,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO (323926);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;50,00;50,00;60,00;66,67;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA. (327638);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO (335100);Médico Hospitalar;Grande;58;58;88,89;88,89;91,67;83,33;88,89;94,12;100,00;88,89;80,00;76,47;85,00;86,67;201712;05/02/2018 11:09:28
UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO (331872);Médico Hospitalar;Grande;21;52;96,88;90,63;85,19;86,96;79,17;80,00;76,19;92,86;100,00;86,67;89,47;90,91;201712;05/02/2018 11:09:28
UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO (370088);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;;;;;201712;05/02/2018 11:09:28
UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO (327352);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED SAÚDE E ODONTO S.A (416801);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;85,71;83,33;201712;05/02/2018 11:09:28
UNIMED SEGUROS SAÚDE S/A (000701);Médico Hospitalar;Grande;20;18;96,91;95,96;96,36;96,12;93,33;92,92;91,45;89,34;90,65;91,75;96,77;92,78;201712;05/02/2018 11:09:28
UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO (337668);Médico Hospitalar;Médio;144;125;90,74;91,53;93,65;94,83;92,86;85,42;86,84;90,00;95,35;93,62;92,11;92,31;201712;05/02/2018 11:09:28
UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO (349534);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO (348295);Médico Hospitalar;Médio;196;185;62,50;66,67;83,33;80,00;100,00;66,67;57,14;62,50;85,71;87,50;87,50;77,78;201712;05/02/2018 11:09:28
UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO (343153);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED STA RITA, STA ROSA E SÃO SIMÃO COOP. TRAB. MÉDICO (402834);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO (324175);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;100,00;50,00;50,00;50,00;201712;05/02/2018 11:09:28
UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO (320706);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;;100,00;201712;05/02/2018 11:09:28
UNIMED SUL DO PARA COOPERATIVA DE TRABALHO MÉDICO (366145);Médico Hospitalar;Médio;165;149;83,33;85,71;85,71;87,50;75,00;57,14;55,56;54,55;55,56;50,00;60,00;50,00;201712;05/02/2018 11:09:28
UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO (316881);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO (353353);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA. (359033);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO (364070);Médico Hospitalar;Pequeno;;;;;;;0,00;0,00;0,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO (337498);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA. (354066);Médico Hospitalar;Médio;160;147;87,10;86,67;86,21;89,66;82,76;73,91;72,22;82,35;90,91;88,89;87,50;90,91;201712;05/02/2018 11:09:28
UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA (384577);Médico Hospitalar;Grande;53;61;90,91;88,57;80,00;80,00;80,95;93,33;94,44;76,92;79,17;73,91;91,67;89,29;201712;05/02/2018 11:09:28
UNIMED URUGUAIANA/RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328596);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (335541);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO (359289);Médico Hospitalar;Médio;171;178;81,82;75,00;78,95;81,82;80,00;80,00;83,33;85,71;88,89;90,00;100,00;91,67;201712;05/02/2018 11:09:28
UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (313211);Médico Hospitalar;Médio;1;;100,00;;;;;50,00;66,67;50,00;50,00;0,00;;;201712;05/02/2018 11:09:28
UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA (337561);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO (302228);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO (370975);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (334511);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI  (308811);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (323268);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO (314099);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (356417);Médico Hospitalar;Médio;1;;100,00;;50,00;83,33;87,50;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO (344729);Médico Hospitalar;Médio;;;;;0,00;0,00;50,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA (317896);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO (314587);Médico Hospitalar;Pequeno;132;131;50,00;66,67;75,00;100,00;100,00;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA (342131);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;;;;;;201712;05/02/2018 11:09:28
UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO (357391);Médico Hospitalar;Grande;27;14;95,31;97,01;95,83;93,65;90,30;91,19;92,24;93,18;93,41;93,89;94,39;94,35;201712;05/02/2018 11:09:28
UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO (393321);Médico Hospitalar;Grande;35;40;94,15;92,29;91,29;91,42;90,04;88,72;86,93;87,99;88,14;88,72;88,91;87,91;201712;05/02/2018 11:09:28
UNIMED/RS FEDERAÇÃO DAS COOPERATIVAS MÉDICAS DO RS LTDA (367087);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA (343731);Médico Hospitalar;Grande;17;16;98,04;96,23;95,00;96,05;95,89;97,14;98,51;100,00;98,28;95,83;94,59;97,44;201712;05/02/2018 11:09:28
UNIX - SAÚDE LTDA (418137);Médico Hospitalar;Pequeno;102;105;94,74;95,65;93,75;95,45;95,24;100,00;100,00;100,00;100,00;100,00;100,00;96,43;201712;05/02/2018 11:09:28
VALE S/A (345695);Médico Hospitalar;Grande;63;58;87,50;88,89;92,86;100,00;100,00;100,00;100,00;100,00;90,91;83,33;75,00;70,00;201712;05/02/2018 11:09:28
VALEC - ENGENHARIA, CONSTRUÇÕES E FERROVIAS S/A (419206);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
VERA CRUZ ASSOCIAÇÃO DE SAÚDE (360481);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;75,00;100,00;100,00;80,00;201712;05/02/2018 11:09:28
VEROLIFE SAÚDE S/A (358711);Médico Hospitalar;Pequeno;;;;;;;;0,00;40,00;31,25;33,33;27,27;100,00;100,00;201712;05/02/2018 11:09:28
VIDA CARD S.A (418935);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;;;;;;;;;;201712;05/02/2018 11:09:28
VIDA EMPRESARIAL OPERADORA DE PLANOS DE SAUDE LTDA (406210);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;;201712;05/02/2018 11:09:28
VIDAPLAN SAÚDE LTDA. - EPP (344443);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;;201712;05/02/2018 11:09:28
VISION MED ASSISTÊNCIA MÉDICA LTDA (403911);Médico Hospitalar;Grande;15;13;98,64;97,47;96,86;98,15;96,64;94,87;91,88;90,56;89,02;90,24;91,61;93,08;201712;05/02/2018 11:09:28
VITA ASSISTÊNCIA A SAÚDE LTDA. (414905);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
VIVACOM PLANOS DE SAÚDE (361461);Médico Hospitalar;Pequeno;;150;;0,00;50,00;33,33;50,00;0,00;;;;;;;201712;05/02/2018 11:09:28
VOLVO DO BRASIL VEÍCULOS LTDA. (414247);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
WMS SUPERMERCADOS DO BRASIL LTDA (345628);Médico Hospitalar;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
W.S. - ADMINISTRADORA DE PLANOS DE SAÚDE LTDA (339750);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;85,71;77,78;75,00;75,00;100,00;100,00;33,33;50,00;60,00;201712;05/02/2018 11:09:28
AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP (413283);Odontológica;Médio;;;;;;;;;;;0,00;0,00;0,00;;201712;05/02/2018 11:09:28
ÁPICE ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA (400882);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
APO - ASSISTÊNCIA PERSONALIZADA ODONTOLÓGICA LTDA. (411124);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ARM ODONTOLOGIA LTDA. (352152);Odontológica;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA (365297);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO - DENTAL MED CENTER (413941);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA (417220);Odontológica;Médio;;;;;;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS (336874);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
BACCIN BONONI ODONTOLOGIA LTDA (417700);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
BAHIAODONTO PLANO ODONTOLOGICO DA BAHIA LTDA (356301);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
